,Line,Slope,SmallNoice,LargeNoice,Seasonal,SeasonalExpanding,SeasonalIncreasing,SeasonalRandom,RandomA,RandomB,RandomC
1995-04-30,1.0,30,29.893310970182267,24.475039299341773,2.0,61.05536050650269,90.4874056126251,26.026637788592883,7.896818208982971,-2.5436187489580653,-3.0649778256488087
1995-05-31,1.0,31,31.64021947152833,30.33071162405689,0.25,7.869065900488516,38.76517316034423,30.763666405078958,7.354685913439615,-3.79407135146519,-1.8971732692921899
1995-06-30,1.0,32,32.0442668265819,32.63160794303776,1.0,31.301054138747247,61.2578776571808,12.733559648254296,7.014619306351048,-4.677268280668685,-3.3816178555727583
1995-07-31,1.0,33,33.88027096996407,26.606110099565477,2.0,65.80865661259799,93.76125850299489,7.260436063398494,5.3903599272818,-2.5939530803128554,-3.6647355293615935
1995-08-31,1.0,34,33.56489270880258,35.12742772284658,0.25,8.624863620381223,41.63835078941536,37.23453536592763,5.168053841888502,-1.7869370603117933,-2.847694912581139
1995-09-30,1.0,35,34.05480139434522,41.98260580188959,1.0,35.16240142649502,64.14354393939914,28.672126767670445,5.247885820962653,0.21578565967881902,-3.8658641150941464
1995-10-31,1.0,36,36.26013763980646,30.077398978574298,2.0,71.88816792147358,95.43681829943506,83.52485214394352,5.803874200868166,0.28918475729131077,-3.28083614567247
1995-11-30,1.0,37,37.953359155372375,41.8541359472661,0.25,9.302019984029965,43.94689629350407,35.0806644428189,6.66326464299011,0.7462468919723624,-4.431176444535016
1995-12-31,1.0,38,37.71787141493245,28.12367750247774,1.0,37.49319786945304,67.90665027639929,32.77061458511946,7.9014872417259845,2.261871213943207,-2.771764129570336
1996-01-31,1.0,39,38.764144787810274,43.87146724171512,2.0,77.10765794630262,99.29034313024074,49.467880740709056,6.421233006405633,3.3614879653186907,-3.4466341527295974
1996-02-29,1.0,40,39.201743990021974,45.67185620802091,0.25,10.06203412813857,48.391779823187946,38.024510766017656,5.802446304369456,5.097919342670689,-3.319621493856703
1996-03-31,1.0,41,41.3079067610367,43.42979462971064,1.0,41.58547272441508,71.62099164820879,54.38323600560661,6.073789987348163,5.136566519861255,-3.304438363114773
1996-04-30,1.0,42,42.08635279280221,50.64734418727409,2.0,85.24370974296384,102.25742334090248,43.33412071797321,6.729280906784043,3.854538454329629,-3.844152199022289
1996-05-31,1.0,43,42.52227942243777,48.19809542604253,0.25,10.895880186656777,51.33376638010135,45.4513871744246,5.7484279681174595,4.28455120716607,-5.352663178014515
1996-06-30,1.0,44,44.41363838752253,35.22465671792172,1.0,44.748057517711,74.88557937725693,49.37920708094611,6.115571169017727,4.3886472676061485,-6.457039889962727
1996-07-31,1.0,45,45.83070050051326,42.29087092431222,2.0,91.28299129529064,104.61620066226183,57.337344144157875,5.76257650022468,5.8713630401568375,-5.66673557141545
1996-08-31,1.0,46,46.62166465360208,55.03673244277595,0.25,11.300763899979405,53.65649724670942,44.58779877657165,6.787335161459897,6.2306010920117245,-5.709179446319538
1996-09-30,1.0,47,46.72123743285597,37.314863821039104,1.0,47.26190142257556,77.00472158902878,45.14703470111914,6.867685116600215,6.426688845194937,-5.59275352237378
1996-10-31,1.0,48,47.12975146677519,46.293796733938585,2.0,96.69749041025267,108.30116734943815,0.25,7.446873420290946,6.841313059603499,-6.073320581340475
1996-11-30,1.0,49,48.23291144137779,41.52510973730652,0.25,12.466384223342713,56.86516293869812,48.4009995468476,6.342491597437251,7.732791533719189,-8.982718419184142
1996-12-31,1.0,50,50.25499164731056,52.22503402145752,1.0,50.35165199349134,80.87895481455477,60.33887905615953,6.651150119656583,10.056439225222388,-8.356417731947165
1997-01-31,1.0,51,51.93463526821082,50.40118663976946,2.0,102.56543673287014,111.55750077178644,72.3273767468182,7.04368888637342,8.298377848395317,-8.23226990817129
1997-02-28,1.0,52,52.81508076920596,60.87732851906047,0.25,13.200778199074291,59.29302966252865,56.463518753755665,7.307193300519577,9.394412993681168,-9.718563422966474
1997-03-31,1.0,53,53.5683934995624,49.81289455342812,1.0,53.092121348976754,82.60490842440527,64.7468332158492,7.60373527741808,9.22088023849106,-11.075519500317874
1997-04-30,1.0,54,53.07650136331525,49.710678618164614,2.0,108.82877382071949,113.65117784074462,76.47569093385067,6.887372178351956,10.457956586966118,-10.31325479339825
1997-05-31,1.0,55,55.03163452246927,64.10132596962954,0.25,13.614472387812656,62.78618260330521,54.18469229716528,6.626469975776188,11.173800898462067,-9.648578983331367
1997-06-30,1.0,56,55.84367211527976,50.58714413339401,1.0,55.17748071800572,86.75024544836317,38.09930427921805,6.848889773962879,10.091596701746354,-8.215630669220674
1997-07-31,1.0,57,56.884655130424406,62.30263267750285,2.0,114.94115338810553,116.78840605498365,82.73547449248875,8.551492658570295,9.71788910642271,-8.66031246604225
1997-08-31,1.0,58,58.70622648275324,52.141914388181654,0.25,14.543900208115696,66.26629677129563,53.59290907561744,7.997482891513968,9.935272844272022,-10.45874717792623
1997-09-30,1.0,59,59.73717635882307,66.13319825309583,1.0,59.55801607962248,89.20867329802756,48.093654885851386,7.6309618453900105,10.976411271624201,-10.59798270919295
1997-10-31,1.0,60,59.307288867200015,67.64166415736405,2.0,120.66232952079663,119.71293366634234,86.70879131262097,8.403201998371898,9.17276406935167,-10.217192747775384
1997-11-30,1.0,61,60.805170819195006,53.54110471401117,0.25,15.066450940155725,68.39633280385137,60.01495005324803,8.213021117669959,10.155030948658053,-8.729080069648514
1997-12-31,1.0,62,61.68602241500727,59.3888760216084,1.0,61.201668970529155,92.59042341926309,70.744841702178,7.6881593898684795,10.776205128640672,-9.932696754601407
1998-01-31,1.0,63,62.64108360474594,67.19578127838788,2.0,127.72768045647607,123.58111865521823,61.06573329906066,7.372114782267763,11.502634960428368,-9.896286598671917
1998-02-28,1.0,64,63.62827579984535,69.01036765596422,0.25,15.771919709414005,70.5073654516713,63.05530931613975,5.72864260335192,10.861556234370607,-10.496155038642103
1998-03-31,1.0,65,64.39921587469486,71.32942661334332,1.0,65.24870998886028,94.37683841863978,68.38539352470393,5.595094336052477,9.480052718816994,-12.93759268752334
1998-04-30,1.0,66,65.999249677997,72.43466112017998,2.0,133.07518152173026,126.28867981305079,66.13510203496914,5.7307062706190806,12.404384557484134,-12.96046099094042
1998-05-31,1.0,67,67.59896305142337,65.52510272317095,0.25,16.634417052299632,74.32743558000331,68.63633065194314,6.457234820694283,12.266242455617382,-13.245470187956391
1998-06-30,1.0,68,68.39006726610518,67.06827691724918,1.0,68.79527059308963,98.61138684371025,71.28449915712648,8.569635934988103,12.628072335944859,-13.62010835841802
1998-07-31,1.0,69,68.24687778413629,59.70185766687685,2.0,138.74109745396393,129.87448624499456,91.89395455144735,7.897887376710369,11.534350291277025,-14.729645858315802
1998-08-31,1.0,70,70.51322001448048,64.46216391453704,0.25,17.39765325170035,77.34634737681233,65.05094510294131,8.349926284989783,9.943852326813584,-15.133236505503682
1998-09-30,1.0,71,70.36086876257684,80.59820877396041,1.0,71.59983679017445,100.0068955181808,70.9765738733779,8.463775394927948,9.624588408154803,-13.1139920995865
1998-10-31,1.0,72,71.85716603561225,72.86789026768342,2.0,143.18755335309018,132.90646075580295,88.79148542761769,8.063421680001763,10.367729253432174,-13.233922265311707
1998-11-30,1.0,73,72.77042900098958,76.0698997164726,0.25,18.48674420512548,79.86560488092,70.59003245109837,7.9441984147465154,10.294047685864118,-14.464965527589708
1998-12-31,1.0,74,73.74700198711379,76.7482900859953,1.0,73.01811890586315,103.42744767305861,63.71974340125215,7.0197547643630385,9.59671922055901,-15.12367109550781
1999-01-31,1.0,75,75.91587723563217,69.80377125537154,2.0,151.6464731399141,134.63524873821302,44.47422943678118,6.631527090219613,8.866149282672403,-14.231315605621036
1999-02-28,1.0,76,75.79511072056408,80.60027056710723,0.25,18.758522312541064,82.81982537277526,72.16818321167796,6.787567930094786,9.16458928011895,-14.306760451000288
1999-03-31,1.0,77,76.33269772464006,70.88436062378968,1.0,77.08667947240777,106.59038953503389,71.47032488430844,7.704334234717499,8.66878682212877,-15.647794866336572
1999-04-30,1.0,78,77.13114062537078,81.4884005988634,2.0,157.09298943098904,138.22822940092044,88.4516243473151,6.646087362209334,8.18822366207361,-15.801973812185091
1999-05-31,1.0,79,79.73889983498574,83.5657617056088,0.25,19.809966672057282,86.52836399680169,77.9900644158939,6.457058743256347,8.295735990692092,-15.27550340276277
1999-06-30,1.0,80,79.76310269575959,76.43556061897029,1.0,80.49401568706098,110.89790810638968,87.91244012205887,6.3180292831367995,9.053818599661257,-14.24115239601098
1999-07-31,1.0,81,80.89910139803257,89.70769815193182,2.0,161.5611804461317,141.0085810596491,66.69059098946539,7.334481277652471,9.378529178157901,-15.439199356230509
1999-08-31,1.0,82,81.99588219517662,81.96509062838427,0.25,20.334589731503577,88.71496887188066,84.23257676756097,6.3142872003598045,9.556468418704611,-14.818669776669374
1999-09-30,1.0,83,82.21848058589707,75.26202526428281,1.0,83.15387640582101,112.36239517890257,83.75602846133846,5.533620468467257,8.523732535419612,-15.613733210947265
1999-10-31,1.0,84,83.87211194556723,75.7777963833708,2.0,168.99420024681075,143.26428241640497,66.72960238876277,6.685153697037914,9.845828535875649,-18.53646818724575
1999-11-30,1.0,85,84.0898113143168,84.34149820514291,0.25,21.186097844276286,93.35391078951056,87.75863958986059,6.316259307380043,9.928479264935012,-18.747156340519325
1999-12-31,1.0,86,86.49226368463972,95.6906926799366,1.0,86.53689247191787,115.21585802808582,72.50658479280311,5.239728263009539,9.550053028773268,-18.673396130329987
2000-01-31,1.0,87,87.62495612180093,94.11119090267366,2.0,172.0725634024583,147.6734441565717,103.26879826431713,6.095929794171582,9.621988307107063,-19.18234737247148
2000-02-29,1.0,88,88.90910805691082,79.3048834444972,0.25,22.166004967212146,95.10735197871732,87.27627970946546,5.578826753267738,8.26611788654305,-18.985551924217752
2000-03-31,1.0,89,88.63854270574345,98.18494843114038,1.0,88.55018961871257,119.44396700627962,108.04235197107994,4.287625178576686,9.135036239308553,-19.696379856241556
2000-04-30,1.0,90,90.47609555545826,98.4669460466634,2.0,179.6894713208014,150.38413726848734,98.21894832826077,4.783856000915623,10.71237861566974,-19.787548044578468
2000-05-31,1.0,91,91.44996063176721,93.4711572754187,0.25,22.942642351477286,99.1543494492185,89.83134086593151,3.8356571655344727,11.65893823376644,-20.0224010026169
2000-06-30,1.0,92,91.9581175275418,91.20244941344565,1.0,92.9391021238081,122.87947409865191,99.9593381918066,4.877275029505325,12.025484053376397,-21.76948115212968
2000-07-31,1.0,93,92.43881868482181,102.17738877594108,2.0,187.9799833192072,153.33429621474107,113.8903231413179,5.112225648100334,12.540793643265221,-21.92123981914556
2000-08-31,1.0,94,94.22082826619337,101.84359946217786,0.25,23.417162416193598,102.49293026279254,89.26411725969362,4.2005518111725735,13.545772616021033,-22.86453336434128
2000-09-30,1.0,95,94.50241554435696,97.30856223329125,1.0,95.32465093262438,125.75124554181411,83.59565835287239,3.300062940955375,13.114727103666132,-21.804337675728252
2000-10-31,1.0,96,96.45745372771974,94.54127397156343,2.0,192.58882738327517,155.21834110099002,139.02154538837814,3.1963544099282726,12.616935043621723,-22.191699368609264
2000-11-30,1.0,97,96.1005613859442,103.70302573128096,0.25,24.404479378217616,105.08702687970428,97.09005129777742,3.8524145121866424,11.113200127056967,-22.516812993982875
2000-12-31,1.0,98,98.84982052157986,106.62252277664875,1.0,98.49047902779691,127.29183492212854,90.1958766670896,2.880628164787602,10.015640901357862,-22.17927749170789
2001-01-31,1.0,99,99.99003550722688,93.10008455005988,2.0,196.07975245115873,158.96174074347695,122.87350732476727,4.132081873468545,10.653730687101037,-21.38906726858211
2001-02-28,1.0,100,99.29152588730082,104.19080977169182,0.25,25.109453619100993,107.63073283079594,93.23869030963837,4.183601260181349,8.538292997737594,-21.476695608510745
2001-03-31,1.0,101,100.27906179366738,96.41908451390724,1.0,100.18194178841179,131.68489067987883,101.62262648905663,3.2178969458686266,8.858787892842164,-22.22684271225181
2001-04-30,1.0,102,102.3755526892822,109.2455998502259,2.0,205.05560782226436,161.5178598004305,98.73602030963237,2.179831721986666,7.836279101048049,-20.295428042397408
2001-05-31,1.0,103,103.41245239703191,110.10584997809734,0.25,25.929189040280704,111.11270528981605,102.47571493534713,2.7984178552442667,7.812585527601557,-19.373460879466116
2001-06-30,1.0,104,104.39116949675157,100.16682224631512,1.0,104.69718005641316,133.6756072801228,117.31793367303813,1.922854772751502,6.6282166051090865,-18.62798522700235
2001-07-31,1.0,105,105.72184445129425,101.63648491825563,2.0,211.27909350811254,164.28790346509015,124.0896941049806,1.5800620564506545,7.356352920797213,-19.203078711163
2001-08-31,1.0,106,105.76882518775959,102.41897050408178,0.25,26.575112909253352,114.16211009521237,111.00172817845831,0.3191159248296538,6.49006942929254,-19.425304248537596
2001-09-30,1.0,107,106.31735404413486,102.70486781094954,1.0,106.504445471422,137.67139313544325,109.66046977956384,0.7348119685273187,5.995105315088765,-19.86769163165825
2001-10-31,1.0,108,107.3768112402369,117.15873453531263,2.0,215.61730781126823,167.72384713135986,108.2216855997222,0.7348772050641512,6.194580444851045,-19.84996549311021
2001-11-30,1.0,109,108.38584758442772,105.68927864708358,0.25,27.274987298399065,116.01502451035817,102.81357142104109,-0.2177512939712959,5.82569384766875,-20.989634208545706
2001-12-31,1.0,110,109.90735230810347,114.21847363647252,1.0,110.91810914980391,140.79519131366573,116.69463697531316,-1.5481865079456751,5.929240727036162,-22.315962166192037
2002-01-31,1.0,111,110.02277585987842,105.1354881788433,2.0,222.6544914767161,170.2093899364268,116.68004365829836,-0.8671211346419431,7.717293408460611,-21.888949026511852
2002-02-28,1.0,112,111.31431951607398,121.52069494552151,0.25,28.064114056996598,119.64498028738103,110.51282479193333,-1.6522344797611872,7.189103891705076,-21.474692766159567
2002-03-31,1.0,113,113.91190100260384,117.18793135887738,1.0,113.55938484928639,142.00657738427827,117.74798794266032,-1.924655091240167,6.824261738654786,-21.27168807716716
2002-04-30,1.0,114,114.737106609681,122.2795595802929,2.0,229.02884244511912,173.88094044781224,118.15595053679738,-1.7600664973567814,5.571552689766043,-20.81784634090938
2002-05-31,1.0,115,114.96909477042632,108.74172745696647,0.25,28.767709896388013,123.2166037606155,112.06000453044201,-0.7369345512615695,4.829781521570051,-20.573351882057402
2002-06-30,1.0,116,115.61134788739055,121.87325244004408,1.0,115.50599494579876,146.17671137763833,102.70086918554308,0.5848740667383818,4.656251646980574,-21.270055446897228
2002-07-31,1.0,117,117.50300674944192,113.1919148552894,2.0,232.24286402262376,177.04526030829572,153.4127318053335,-1.4271462217908606,3.6391086984909444,-22.44833602524803
2002-08-31,1.0,118,118.77049057414297,115.61572354817744,0.25,29.67773240959137,124.6596605478791,120.53609050171298,-1.724542311732496,3.093856871318636,-24.139432497074843
2002-09-30,1.0,119,119.90957820199951,112.25402884482261,1.0,118.63851320493072,149.60705193780095,114.0614348573386,-2.725047082058517,1.9631136947070775,-24.094892370058474
2002-10-31,1.0,120,120.31295245757659,116.83009476768073,2.0,239.44560621022427,179.61038975916426,148.8081227930535,-2.6782266269824806,1.5431853958355808,-24.010818204958888
2002-11-30,1.0,121,120.02080998314757,115.27892018144998,0.25,30.012306574717265,129.3471693211822,117.64376156288155,-1.6114201378116162,1.9548231758839933,-23.872255407381086
2002-12-31,1.0,122,121.16117340502316,114.53599572886752,1.0,121.03328601189429,152.22174617482702,134.95685896315513,-2.534633927267409,2.4908577685829445,-21.856527475600217
2003-01-31,1.0,123,122.88516141860023,130.28009062289343,2.0,247.7159278266466,182.442611837245,144.3447397914948,-3.3612485210759186,4.601133813995512,-20.980103695737498
2003-02-28,1.0,124,123.90294494071375,125.83622278419065,0.25,31.003426353607782,130.66716583643796,123.99655021242395,-4.546000279454006,4.580204966217763,-21.520409649068206
2003-03-31,1.0,125,125.81918693948376,131.39230522829888,1.0,125.6769376953474,155.57443762142833,111.5826817012173,-4.632409033023644,5.213662089886904,-21.45826204102379
2003-04-30,1.0,126,125.77889667178852,125.30812582055293,2.0,253.86537971850984,186.40348119444133,107.75923658497413,-3.836498967721484,6.235807674779663,-22.550428422703877
2003-05-31,1.0,127,127.36550273966608,131.59623723986144,0.25,31.607971292811328,134.80919910856753,126.63318021931269,-4.338296741602763,5.85546131043381,-22.891747324021008
2003-06-30,1.0,128,128.43513312132512,124.91868873677633,1.0,127.26369128366217,158.52916265068413,136.79764702063252,-4.605743058298558,6.891256054646253,-24.720609327237778
2003-07-31,1.0,129,128.90328474045765,122.74774526780236,2.0,256.51431551824294,189.135864385305,97.95514188932046,-3.571808167160796,6.463312126108885,-25.35039520506077
2003-08-31,1.0,130,130.49215966706973,122.54362163035596,0.25,32.302765163090626,137.0568480582342,129.25093810962662,-2.5361199867661863,5.887936409993561,-26.52030445953234
2003-09-30,1.0,131,130.74429632050575,123.3761904884836,1.0,131.36656921627673,161.59700948488177,127.04395104537048,-1.1109285844511234,5.316206983085376,-26.28252563933426
2003-10-31,1.0,132,132.23655935812403,129.44302295464732,2.0,263.7225500227898,192.11189277381783,152.99166412754636,-0.6146383606926221,6.2935299338216995,-26.183768648040896
2003-11-30,1.0,133,133.05073102647964,125.8312359070777,0.25,33.18135831021255,140.53715320803087,133.4309619118486,0.04769443543699958,5.290451714070241,-25.89673774790249
2003-12-31,1.0,134,134.98914018600473,139.75977105204998,1.0,134.44240503756106,164.8493701979151,118.15045454547824,0.5136306613080222,5.690758515589828,-26.314485987617648
2004-01-31,1.0,135,134.68244992075796,143.39791827799885,2.0,269.4821853250605,194.2007280311932,121.38679361938804,1.7693601388980784,5.039917256370758,-26.207117280266846
2004-02-29,1.0,136,136.65968749099312,128.6129791821756,0.25,33.890412137943585,143.18372230572575,133.87213774546507,1.067900908105844,5.0787603557453895,-24.806258618494223
2004-03-31,1.0,137,137.64363228361879,130.74915026445217,1.0,137.25407530696918,167.20783945288758,144.92114856185984,0.9905138368598843,5.9526367536839775,-25.070917814270686
2004-04-30,1.0,138,138.81017769176225,142.3307974390064,2.0,274.0841831088714,197.7989796859315,126.37175605338001,0.9910113923595584,4.310464959559658,-25.737296156682635
2004-05-31,1.0,139,138.17993510563983,137.30655671133226,0.25,34.53725371828269,147.44762077278347,140.47128226438892,0.7831410927389051,5.191394205810065,-24.816239633159284
2004-06-30,1.0,140,139.223545781739,142.58567203781504,1.0,139.34486373741726,170.72837170870096,152.85607954933985,-0.04319507866280048,7.008495472123615,-26.030129057590067
2004-07-31,1.0,141,141.59827459432756,139.13554335610058,2.0,281.72982124311966,201.7842940193164,134.2732955032822,-0.8174090735887726,6.436873806868799,-26.08225108139599
2004-08-31,1.0,142,141.63776541971347,151.49667380881112,0.25,35.30714894411216,148.6395285736067,140.52949132172117,-2.266933661158924,4.630327018478136,-26.893234871506955
2004-09-30,1.0,143,143.7141886200295,150.80444382308644,1.0,143.58986635134585,173.75028230099372,143.08284725497637,-2.2907666043416,3.956543004775482,-26.955441537787568
2004-10-31,1.0,144,143.59114859925813,148.16016028124915,2.0,289.0823185766421,203.41748286931022,124.52698359465913,-3.3642159690415707,4.792544469264342,-27.40323099902066
2004-11-30,1.0,145,144.4908559941397,150.96723273079775,0.25,36.00139827265695,151.5552781500443,144.62719022512852,-4.9883704760765655,4.5291242973241825,-27.377300324015494
2004-12-31,1.0,146,145.8831846767903,141.2668096173863,1.0,145.09579668100957,175.8965646198085,140.2048711468516,-2.904471825271158,5.225531906046804,-27.176324478143304
2005-01-31,1.0,147,147.3436343578608,137.9963814777547,2.0,292.3399721475469,206.05387831083547,124.71793531380818,-2.6401949232602107,6.359899854774576,-26.675538376921505
2005-02-28,1.0,148,147.3595899406672,138.41480253485327,0.25,37.108655563892775,156.37457531230123,147.6399909326498,-4.489984244914059,5.033180206181551,-26.507447337944587
2005-03-31,1.0,149,149.58930040656927,156.78346561497054,1.0,149.213624596261,179.23593740505746,142.0154649098484,-4.3323013971548106,5.582257047594255,-26.497528151262085
2005-04-30,1.0,150,149.82110499656162,155.8628794866006,2.0,298.25877305128137,210.37861546335796,145.85330847872498,-4.935070946725334,5.626955736931053,-26.58844507040147
